id,name,latitude,longitude,elevation
RSM00029766,"IDRINSKOE, RS",54.367,92.133,282.0
RSM00029789,"VERHNJAJA GUTARA, RS",54.22,96.97,983.0
RSM00029814,"KARASUK, RS",53.7,78.067,115.0
RSM00029827,"BAEVO, RS",53.267,80.767,122.0
RSM00029838,"BARNAUL, RS",53.4331,83.5167,183.0
RSM00029864,"UYBAT, RS",53.717,90.367,525.0
RSM00029866,"MINUSINSK, RS",53.7167,91.7,254.0
RSM00029869,"ERMAKOVSKOE, RS",53.3,92.417,298.0
RSM00029892,"HADAMA, RS",53.95,98.817,705.0
RSM00029937,"ALEJSKAJA, RS",52.517,82.767,175.0
RSM00029939,"BIJSK ZONALNAJA, RS",52.68,84.95,224.0
RSM00029956,"TASTYP, RS",52.8,89.917,455.0
RSM00030054,"VITIM, RS",59.45,112.5831,186.0
RSM00030089,"DZHIKIMDA, RS",59.02,121.77,174.0
RSM00030157,"MAMA, RS",58.317,112.867,224.0
RSM00030230,"KIRENSK, RS",57.7667,108.0667,256.0
RSM00030252,"MAMAKAN, RS",57.82,114.02,244.0
RSM00030309,"BRATSK, RS",56.28,101.75,411.0
RSM00030328,"ORLINGA, RS",56.05,105.83,338.0
RSM00030372,"CHARA, RS",56.9,118.2667,709.0
RSM00030385,"UST NJUKZHA, RS",56.58,121.48,430.0
RSM00030393,"CULMAN, RS",56.8331,124.8667,855.0
RSM00030405,"TANGUJ, RS",55.383,101.033,423.0
RSM00030439,"TOMPA, RS",55.117,109.75,465.0
RSM00030455,"UAKIT, RS",55.467,113.617,1097.0
RSM00030493,"NAGORNYJ, RS",55.97,124.88,860.0
RSM00030499,"TYNDA, RS",55.183,124.667,528.0
RSM00030504,"TULUN, RS",54.6,100.63,523.0
RSM00030521,"ZHIGALOVO, RS",54.8,105.1667,416.0
RSM00030554,"BAGDARIN, RS",54.47,113.58,901.0
RSM00030603,"ZIMA, RS",53.933,102.05,458.0
RSM00030612,"BALAGANSK, RS",54.0,103.07,428.0
RSM00030622,"KACUG, RS",53.967,105.9,533.0
RSM00030627,"BAJANDAJ, RS",53.1,105.53,757.0
RSM00030635,"UST BARGUZIN, RS",53.42,109.02,459.0
RSM00030636,"BARGUZIN, RS",53.6167,109.6331,488.0
RSM00030650,"ROMANOVKA, RS",53.2,112.8,920.0
RSM00030673,"MOGOCA, RS",53.75,119.7331,624.0
RSM00030683,"EROFEJ PAVLOVIC, RS",53.967,121.933,522.0
RSM00030695,"DZALINDA, RS",53.5,123.9,266.0
RSM00030703,"INGA, RS",52.97,101.98,541.0
RSM00030710,"IRKUTSK, RS",52.2667,104.35,467.0
RSM00030731,"GORJACINSK, RS",52.983,108.283,487.0
RSM00030739,"HORINSK, RS",52.167,109.783,666.0
RSM00030745,"SOSNOVO OZERSKOE, RS",52.53,111.55,952.0
RSM00030758,"CHITA, RS",52.0831,113.4831,671.0
RSM00030764,"USUGLI, RS",52.65,115.167,646.0
RSM00030777,"SRETENSK, RS",52.2331,117.7,528.0
RSM00030781,"URJUPINO, RS",52.75,120.033,370.0
RSM00030802,"MONDY, RS",51.683,100.983,1304.0
RSM00030815,"HAMAR DABAN, RS",51.53,103.6,1442.0
RSM00030823,"ULAN UDE, RS",51.8331,107.6,514.0
RSM00030829,"NOVOSELENGINSK, RS",51.1,106.65,556.0
RSM00030838,"PETROVSKIJ ZAVOD, RS",51.317,108.867,806.0
RSM00030844,"HILOK, RS",51.35,110.47,800.0
RSM00030846,"ULETY, RS",51.35,112.467,743.0
RSM00030859,"AGINSKOE, RS",51.1,114.52,680.0
RSM00030862,"SHILKA, RS",51.867,116.033,597.0
RSM00030879,"NERCHINSKIJ ZAVOD, RS",51.32,119.62,621.0
RSM00030925,"KJAHTA, RS",50.3667,106.45,791.0
RSM00030935,"KRASNYJ CHIKOJ, RS",50.37,108.75,770.0
RSM00030949,"KYRA, RS",49.5667,111.9667,907.0
RSM00030957,"AKSA, RS",50.267,113.267,732.0
RSM00030965,"BORZJA, RS",50.4,116.5167,675.0
RSM00031004,"ALDAN, RS",58.6167,125.0331,678.0
RSM00031005,"TOMMOT, RS",58.95,126.3,283.0
RSM00031026,"UCHUR, RS",58.73,130.62,194.0
RSM00031054,"UST JUDOMA, RS",59.183,135.15,212.0
RSM00031062,"YUGARENOK, RS",59.77,137.6697,380.0
RSM00031088,OHOTSK,59.3667,143.2164,5.0
RSM00031123,"CJULBJU, RS",57.767,130.9,255.0
RSM00031137,"TOKO, RS",56.28,131.13,849.0
RSM00031152,"NELKAN, RS",57.65,136.15,326.0
RSM00031168,"AJAN, RS",56.45,138.15,6.0
RSM00031174,"BOLSOY SANTAR, RS",54.83,137.53,9.0
RSM00031253,"BOMNAK, RS",54.7167,128.8667,365.0
RSM00031295,"MAGDAGACI, RS",53.467,125.817,370.0
RSM00031300,"ZEJA, RS",53.7,127.3,229.0
RSM00031329,"EKIMCHAN, RS",53.0831,132.983,540.0
RSM00031348,"BURUKAN, RS",53.05,136.033,153.0
RSM00031371,"CHERNJAEVO, RS",52.78,126.0,208.0
RSM00031388,"NORSK, RS",52.35,129.9167,207.0
RSM00031416,"IM. POLINY OSIPENKO, RS",52.4167,136.5,73.0
RSM00031418,"VESELAJA GORKA, RS",52.283,135.8,201.0
RSM00031439,"BOGORODSKOE, RS",52.38,140.47,33.0
RSM00031474,"UST UMALTA, RS",51.633,133.317,384.0
RSM00031478,"SOFIJSKIJ PRIISK, RS",52.27,133.9797,902.0
RSM00031484,"HULARIN, RS",51.417,135.083,269.0
RSM00031510,"BLAGOVESCENSK, CH",50.25,127.5,130.0
RSM00031521,"BRATOLJUBOVKA, RS",50.783,129.333,227.0
RSM00031527,"ZAVITAJA, RS",50.117,129.467,241.0
RSM00031532,"CEKUNDA, RS",50.8667,132.25,271.0
RSM00031534,"SEKTAGLI, RS",50.433,131.017,230.0
RSM00031538,"SUTUR, RS",50.1,132.1,343.0
RSM00031583,"MALINOVKA, RS",49.783,129.917,116.0
RSM00031587,"POJARKOVO, RS",49.617,128.65,115.0
RSM00031594,"ARHARA, RS",49.4167,130.0831,133.0
RSM00031624,"URMI, RS",49.4,133.233,198.0
RSM00031655,"TROICKOE, RS",49.45,136.567,33.0
RSM00031702,"OBLUCE, RS",49.0,131.083,257.0
RSM00031707,"EKATERINO NIKOLSKOE, RS",47.7331,130.9667,72.0
RSM00031713,"BIROBIDZHAN, RS",48.733,132.95,80.0
RSM00031725,"SMIDOVICH, RS",48.62,133.83,50.0
RSM00031735,"HABAROVSK, RS",48.5167,135.1167,88.0
RSM00031754,"TIVJAKU, RS",48.6,137.05,403.0
RSM00031770,SOVETSKAJA GAVAN,49.0,140.3,21.0
RSM00031825,"AGZU, RS",47.6,138.4,165.0
RSM00031845,"KRASNYJ JAR, RS",46.53,135.3,128.0
RSM00031866,"SOSUNOVO, RS",46.533,138.333,4.0
RSM00031873,"DALNERECHENSK, RS",45.8667,133.733,97.0
RSM00031909,"TERNEJ, RS",45.0,136.6,51.0
RSM00031915,"POGRANICHNYJ, RS",44.4,131.3831,217.0
RSM00031959,RUDNAJA PRISTAN,44.4,135.9,27.0
RSM00031960,"VLADIVOSTOK, RS",43.1167,131.933,187.0
RSM00031961,"TIMIRYAZEVSKIJ, RS",43.8833,131.9666,34.0
RSM00031969,"POSET, RS",42.65,130.8,41.0
RSM00031981,"ANUCINO, RS",43.967,133.067,188.0
RSM00031987,"PARTIZANSK, RS",43.15,133.017,208.0
RSM00031989,"PREOBRAZHENIE, RS",42.9,133.9,44.0
RSM00032027,POGIBI,52.22,141.63,6.0
RSM00032053,NOGLIKI,51.92,143.13,35.0
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",50.9,142.1667,30.0
RSM00032069,PILVO,50.05,142.167,4.0
RSM00032076,POGRANICHNOE,50.4,143.8,6.0
RSM00032098,"PORONAJSK, RS",49.2167,143.1,7.0
RSM00032099,MYS TERPENIJ,48.65,144.7297,33.0
RSM00032121,"ILYINSKIY, RS",48.0,142.2164,17.0
RSM00032150,"JUZHNO SAHALINSK, RS",46.95,142.72,22.0
RSM00032165,JUZHNO KURILSK,44.0167,145.8667,44.0
RSM00032213,MYS LOPATKA,50.87,156.68,48.0
RSM00032252,"UST VOJAMPOLKA, RS",58.5,159.17,4.0
RSM00032389,"KLJUCHI, RS",56.3167,160.8331,28.0
RSM00032408,"UST KAMCHATSK, RS",56.217,162.467,30.0
RSM00032411,ICA,55.5831,155.5831,8.0
RSM00032477,"SOBOLEVO, RS",54.3,155.93,25.0
RSM00032509,"SEMJACHIK, RS",54.1,159.98,28.0
RSM00032583,PETROPAVLOVSK KAMCHATSKIJ,52.9831,158.65,32.0
RSM00032594,OZERNAJA,51.483,156.483,28.0
RSM00034003,"PONYRI, RS",52.32,36.3164,247.0
RSM00034013,"LIVNY, RS",52.433,37.6,179.0
RSM00034047,"ZERDEVKA, RS",51.833,41.483,147.0
RSM00034056,"RTISCEVO, RS",52.25,43.783,213.0
RSM00034072,"KARABULAK, RS",52.333,46.367,302.0
RSM00034083,"HVALYNSK, RS",52.5,48.083,88.0
RSM00034098,"PUGACEV, RS",52.033,48.833,38.0
RSM00034109,"OBOJAN, RS",51.2,36.317,192.0
RSM00034110,"BOGORODITSKOYE FENINO, RS",51.17,37.35,223.0
RSM00034123,"VORONEZ, RS",51.7,39.2167,147.0
RSM00034146,"BORISOGLEBSK, RS",51.367,42.083,106.0
RSM00034199,"OZINKI, RS",51.2,49.733,104.0
RSM00034202,"GOTNJA, RS",50.8,35.8164,226.0
RSM00034213,"NOVYJ OSKOL, RS",50.75,37.867,140.0
RSM00034238,"ANNA, RS",51.483,40.417,154.0
RSM00034247,"KALAC, RS",50.4,41.1,92.0
RSM00034262,"RUDNYA, RS",50.833,44.567,114.0
RSM00034273,"KRASNYJ KUT, RS",50.95,46.967,50.0
RSM00034321,"VALUJKI, RS",50.2,38.1,112.0
RSM00034336,"BOGUCAR, RS",49.933,40.567,84.0
RSM00034373,"PALLASOVKA, RS",50.05,46.883,37.0
RSM00034579,"VERHNIJ BASKUNCAK, RS",48.2,46.7,35.0
RSM00034625,"MATVEEV KURGAN, RS",47.567,38.883,43.0
RSM00034737,"KUSCEVSKAJA, RS",46.533,39.617,22.0
RSM00034785,"DOSANG, RS",46.917,47.933,-19.0
RSM00034838,"TIHORECK, RS",45.85,40.083,78.0
RSM00034858,"DIVNOE, RS",45.917,43.35,87.0
RSM00034861,"ELISTA, RS",46.32,44.3,151.0
RSM00034915,"KUBANSKAYA USTEVAYA, RS",45.317,37.383,2.0
RSM00034936,"KROPOTKIN, RS",45.433,40.567,106.0
RSM00034949,"STAVROPOL AMSG, RS",45.05,42.02,473.0
RSM00034958,"BLAGODARNYJ, RS",45.1,43.45,162.0
RSM00035001,"BOLSAJA GLUSCICA, RS",52.383,50.467,64.0
RSM00035026,"ZILAIR, RS",52.2,57.4,521.0
RSM00035037,"AKJAR, RS",51.867,58.183,341.0
RSM00035121,"ORENBURG, RS",51.6831,55.1,117.0
RSM00035127,"AK BULAK, RS",51.0,55.6,143.0
RSM00036022,"VOLCIHA, RS",52.017,80.367,208.0
RSM00036034,"RUBCOVSK, RS",51.5,81.2167,216.0
RSM00036038,"ZMEINOGORSK, RS",51.15,82.2,354.0
RSM00036058,"CEMAL, RS",51.433,86.0,420.0
RSM00036061,"TUROCAK, RS",52.267,87.167,327.0
RSM00036064,"YAJLJU, RS",51.8,87.6,482.0
RSM00036096,"KYZYL, RS",51.72,94.5,626.0
RSM00036229,"UST KOKSA, RS",50.28,85.62,977.0
RSM00036307,"ERZIN, RS",50.27,95.12,1100.0
RSM00037001,ANAPA,44.9,37.3,30.0
RSM00037054,"MINERAL NYE VODY, RS",44.2,43.1,316.0
RSM00037107,"KRASNAJA POLJANA, RS",43.6,40.2,566.0
RSM00037126,"SHADZHATMAZ, RS",43.73,42.67,2070.0
RSM00037171,ADLER,43.433,39.9,13.0
RSM00037212,"NALCIK, RS",43.533,43.633,425.0
RWM00064387,"KIGALI INTERNATIONAL, RW",-1.969,30.139,1481.0
SA000040361,"AL JOUF, SA",29.783,40.1,689.0
SA000040430,"AL MADINAH, SA",24.55,39.7,636.0
SA000041024,"JEDDAH KING ABDUL, SA",21.7,39.183,17.0
SA000403940,"HAIL, SA",27.433,41.683,1002.0
SAM00040356,"TURAIF, SA",31.693,38.731,854.4
SAM00040357,"ARAR, SA",30.907,41.138,552.6
SAM00040360,"GURIAT, SA",31.412,37.279,509.6
SAM00040362,"RAFHA, SA",29.626,43.491,449.3
SAM00040373,"QAISUMAH, SA",28.335,46.125,357.8
SAM00040375,"TABUK, SA",28.365,36.619,777.5
SAM00040400,"WEJH, SA",26.199,36.476,20.1
SAM00040405,"GASSIM, SA",26.3,43.767,648.0
SAM00040420,"AL AHSA, SA",25.285,49.485,179.2
SAM00040435,"AL DAWADAMI, SA",26.983,44.117,923.0
SAM00040437,"KING KHALED INTERNATIONAL, SA",24.958,46.699,624.5
SAM00040439,"YENBO, SA",24.144,38.063,7.9
SAM00041036,"TAIF, SA",21.483,40.544,1477.7
SAM00041055,"AL BAHA, SA",20.296,41.634,1672.1
SAM00041061,"WADI AL DAWASIR, SA",20.504,45.2,628.5
SAM00041084,"BISHA, SA",19.984,42.621,1184.8
SAM00041112,"ABHA, SA",18.24,42.657,2090.3
SAM00041114,"KING KHALED AB, SA",18.297,42.804,2065.9
SAM00041128,"NEJRAN, SA",17.611,44.419,1213.7
SAM00041136,"SHARURAH, SA",17.467,47.121,720.2
SAM00041140,"KING ABDULLAH BIN ABDULAZIZ, SA",16.901,42.586,6.1
SAW00032502,"DHAHRAN, SA",26.265417,50.152027,25.6
SBM00071805,"ST PIERRE, FR",46.763,-56.176,8.2
SE000063980,SEYCHELLES INTERNAT,-4.667,55.517,3.0
SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0
SF000068438,"KIMBERLEY, SF",-28.8,24.767,1196.0
SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0
SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0
SF000068920,CAPE AGULHAS,-34.833,20.017,14.0
SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0
SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0
SF000227590,"WORCESTER, SF",-33.617,19.467,270.0
SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0
SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0
SF000414170,"MALMESBURY, SF",-33.467,18.717,102.0
SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0
SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0
SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0
SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0
SF000798110,"DOHNE, SF",-32.517,27.467,900.0
SF000981900,"CRADOCK, SF",-32.167,25.617,102.0
SF001130250,"FRASERBURG, SF",-31.917,21.517,1268.0
SF001290070,"CAPE HERMES, SF",-31.633,29.55,47.0
SF001344780,"CALVINIA, SF",-31.467,19.767,975.0
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0
SF001485170,"JAMESTOWN, SF",-31.117,26.8,1603.0
SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0
SF001753710,"ALIWAL NORTH, SF",-30.8,26.883,1351.0
SF001771780,"BARKLY EAST, SF",-30.933,27.6,1819.0
SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0
SF002394820,"CEDARA, SF",-29.533,30.283,1071.0
SF002613650,"BLOEMFONTEIN AIRPOR, SF",-29.1,26.3,1354.0
SF002760720,"VIOOLSDRIF, SF",-28.7,17.6,168.0
SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0
SF003044460,"MTUNZINI, SF",-28.95,31.7,38.0
SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0
SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0
SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0
SF003605120,"TAUNG, SF",-27.55,24.767,1100.0
SF003724960,"VRYHEID, SF",-27.783,30.8,1163.0
SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0
SF004348880,"OTTOSDAL, SF",-26.817,26.017,1500.0
SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0
SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500.0
SFM00068461,"BETHLEHEM, SF",-28.248,28.336,1695.0
SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0
SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1
SFM00068591,"MARGATE, SF",-30.85,30.333,154.0
SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0
SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9
SG000001627,"LINGUERE, SG",15.38,-15.15,21.0
SG000061612,"PODOR, SG",16.633,-14.917,7.0
SG000061641,"DAKAR YOFF, SG",14.733,-17.5,24.0
SG000061687,"TAMBACOUNDA, SG",13.767,-13.683,50.0
SGM00061600,"SAINT LOUIS, SG",16.051,-16.463,2.7
SGM00061630,"MATAM OURO SOGUI, SG",15.65,-13.25,17.0
SGM00061666,"DIOURBEL, SG",14.65,-16.233,9.0
SGM00061679,"KAOLACK, SG",14.147,-16.051,7.9
SGM00061695,"ZIGUINCHOR, SG",12.556,-16.282,22.9
SGM00061697,"CAP SKIRING, SG",12.41,-16.746,15.8
SGM00061698,"KOLDA, SG",12.883,-14.967,10.0
SGM00061699,"KEDOUGOU, SG",12.572,-12.22,178.0
SIE00105938,"KREDARICA, SI",46.3792,13.8539,2514.0
SIM00014015,"LJUBLJANA BEZIGRAD, SI",46.0656,14.5169,299.0
SL000061856,"LUNGI, SL",8.617,-13.2,27.0
SNM00048698,"SINGAPORE CHANGI INTERNATIONAL, SN",1.35,103.994,6.7
SP000003195,"MADRID RETIRO, SP",40.4117,-3.6781,667.0
SP000004452,"BADAJOZ TALAVERA LA REAL, SP",38.8831,-6.8292,185.0
SP000006155,"MALAGA AEROPUERTO, SP",36.6667,-4.4881,7.0
SP000007038,TORREVIEJA,37.9769,0.7106,1.0
SP000008027,"SAN SEBASTIAN IGUELDO, SP",43.3075,-2.0392,251.0
SP000008181,"BARCELONA AEROPUERTO, SP",41.2928,2.0697,4.0
SP000008202,"SALAMANCA AEROPUERTO, SP",40.9592,-5.4981,790.0
SP000008215,"NAVACERRADA, SP",40.7806,-4.0103,1894.0
SP000008280,"ALBACETE LOS LLANOS, SP",38.9519,-1.8631,704.0
SP000008410,"CORDOBA AEROPUERTO, SP",37.8442,-4.8458,90.0
SP000008416,VALENCIA,39.4806,0.3664,11.0
SP000009434,"ZARAGOZA AEROPUERTO, SP",41.6617,-1.0081,247.0
SP000009981,"TORTOSA OBSERVATORIO DEL EBR, SP",40.8206,0.4914,44.0
SP000060010,"IZANA, SP",28.3089,-16.4992,2371.0
SP000060040,"LANZAROTE AEROPUERTO, SP",28.9517,-13.6003,14.0
SP000060338,"MELILLA, MO",35.2778,-2.9553,47.0
SPE00101035,ALICANTE EL ALTET,38.2828,0.5706,43.0
SPE00101043,ALICANTE,38.3725,0.4942,81.0
SPE00119711,"A CORUNA, SP",43.3669,-8.4192,58.0
SPE00119720,"A CORUNA ALVEDRO, SP",43.3067,-8.3719,98.0
SPE00119729,"SANTIAGO DE COMPOSTELA LABACOL, SP",42.8878,-8.4106,370.0
SPE00119747,"VITORIA FORONDA, SP",42.8717,-2.7331,513.0
SPE00119756,"ALBACETE OBS., SP",39.0067,-1.8606,674.0
SPE00119783,"ALMERIA AEROPUERTO, SP",36.8464,-2.3567,21.0
SPE00119792,"ASTURIAS AVILES, SP",43.5667,-6.0442,127.0
SPE00119819,"GIJON MUSEL, SP",43.5606,-5.6983,5.0
SPE00119828,"OVIEDO, SP",43.3542,-5.8728,336.0
SPE00119837,"AVILA, SP",40.6592,-4.68,1130.0
SPE00119855,"IBIZA ESCODOLA, SP",38.8764,1.3842,6.0
SPE00119864,"MENORCA MAO, SP",39.8544,4.2156,91.0
SPE00119882,"PALMA DE MALLORCA CMT, SP",39.5556,2.6264,3.0
SPE00119909,"BURGOS VILLAFRIA, SP",42.3558,-3.6325,890.0
SPE00119918,"CACERES, SP",39.4719,-6.3392,405.0
SPE00119936,"CADIZ, SP",36.5008,-6.2567,1.0
SPE00119945,"JEREZ DE LA FRONTERA, SP",36.7506,-6.0556,27.0
SPE00119954,"ROTA, SP",36.6389,-6.3317,21.0
SPE00119963,"TARIFA, SP",36.0153,-5.5975,32.0
SPE00119981,"SANTANDER CMT, SP",43.4917,-3.7994,52.0
SPE00119990,"SANTANDER PARAYAS, SP",43.4292,-3.8314,5.0
SPE00119999,CASTELLON,39.95,0.0714,35.0
SPE00120017,"CEUTA, SP",35.89,-5.3456,87.0
SPE00120035,"CIUDAD REAL, SP",38.9892,-3.9194,628.0
SPE00120062,"CUENCA, SP",40.0667,-2.1381,945.0
SPE00120080,"GIRONA COSTA BRAVA, SP",41.9117,2.7631,143.0
SPE00120089,"GRANADA AEROPUERTO, SP",37.1894,-3.7892,567.0
SPE00120107,"GUADALAJARA, SP",40.6608,-3.1742,639.0
SPE00120125,"MOLINA DE ARAGON, SP",40.8442,-1.8853,1056.0
SPE00120134,"SAN SEBASTIAN FUENTERRABIA, SP",43.3606,-1.7869,4.0
SPE00120143,"HUELVA RONDA DEL ESTE, SP",37.28,-6.9094,19.0
SPE00120152,"HUELVA, SP",37.2594,-6.9492,17.0
SPE00120161,"HUESCA, SP",42.0831,0.3264,541.0
SPE00120170,"JAEN, SP",37.7778,-3.8075,582.0
SPE00120188,"LOGRONO AGONCILLO, SP",42.4519,-2.3308,353.0
SPE00120197,"FUERTEVENTURA AEROPUERTO, SP",28.4444,-13.8631,25.0
SPE00120215,"LAS PALMAS DE GRAN CANARIA GAN, SP",27.9225,-15.3892,24.0
SPE00120224,"LEON VIRGEN DEL CAMINO, SP",42.5889,-5.6492,916.0
SPE00120233,"PONFERRADA, SP",42.5639,-6.6,534.0
SPE00120242,"LLEIDA, SP",41.6256,0.595,192.0
SPE00120260,"LUGO ROZAS, SP",43.1153,-7.4558,445.0
SPE00120269,"COLMENAR VIEJO FAMET, SP",40.6983,-3.7642,1004.0
SPE00120278,"MADRID BARAJAS, SP",40.4667,-3.5556,609.0
SPE00120287,"MADRID CUATROVIENTOS, SP",40.3778,-3.7892,687.0
SPE00120296,"MADRID GETAFE, SP",40.3,-3.7225,617.0
SPE00120305,"MADRID TORREJON, SP",40.4831,-3.4503,611.0
SPE00120323,"MURCIA, SP",38.0028,-1.1692,61.0
SPE00120332,"MURCIA ALCANTARILLA, SP",37.9578,-1.2294,85.0
SPE00120341,MURCIA SAN JAVIER,37.7889,0.8031,4.0
SPE00120350,"PAMPLONA OBSERVATORIO, SP",42.8175,-1.6364,442.0
SPE00120359,"PAMPLONA, SP",42.7767,-1.65,459.0
SPE00120368,"OURENSE, SP",42.3278,-7.8603,143.0
SPE00120395,"PONTEVEDRA, SP",42.44,-8.6164,108.0
SPE00120413,"VIGO PEINADOR, SP",42.2392,-8.6239,261.0
SPE00120422,"SALAMANCA OBS., SP",40.9564,-5.6614,775.0
SPE00120431,"HIERRO AEROPUERTO, SP",27.8189,-17.8889,32.0
SPE00120449,"LA PALMA AEROPUERTO, SP",28.6331,-17.755,33.0
SPE00120458,"STA. CRUZ DE TENERIFE, SP",28.4631,-16.2553,35.0
SPE00120467,"TENERIFE LOS RODEOS, SP",28.4775,-16.3292,632.0
SPE00120476,"TENERIFE SUR, SP",28.0475,-16.5606,64.0
SPE00120485,"SEGOVIA, SP",40.9478,-4.1269,1005.0
SPE00120503,"MORON DE LA FRONTERA, SP",37.1581,-5.6156,87.0
SPE00120512,"SEVILLA SAN PABLO, SP",37.4167,-5.8792,34.0
SPE00120521,"SORIA, SP",41.775,-2.4831,1082.0
SPE00120530,"REUS AEROPUERTO, SP",41.1494,1.1789,71.0
SPE00120539,"CALAMOCHA, SP",40.9258,-1.2931,890.0
SPE00120557,"TERUEL, SP",40.3494,-1.1167,900.0
SPE00120566,"TOLEDO, SP",39.8844,-4.0492,515.0
SPE00120584,VALENCIA AEROPUERTO,39.4867,0.4731,69.0
SPE00120593,"VALLADOLID, SP",41.65,-4.7667,735.0
SPE00120602,"VALLADOLID VILLANUBLA, SP",41.7,-4.85,846.0
SPE00120611,"BILBAO AEROPUERTO, SP",43.2981,-2.9056,42.0
SPE00120620,"ZAMORA, SP",41.5167,-5.7333,656.0
SPE00120629,"DAROCA, SP",41.1144,-1.4106,779.0
SPM00008284,"VALENCIA, SP",39.489,-0.482,68.6
SPM00008359,"ALICANTE, SP",38.367,-0.5,82.0
SPM00008360,"ALICANTE, SP",38.282,-0.558,43.3
SPW00013024,"MORON DE LA FRONTERA, SP",37.174917,-5.615944,86.9
SPW00013025,"ROTA NAS, SP",36.65,-6.35,25.6
SPW00014010,"ZARAGOZA, SP",41.666242,-1.041553,263.0
SPW00014011,"TORREJON, SP",40.496747,-3.445872,617.5
SV000001008,SVALBARD AIRPORT,78.25,15.4667,28.0
SV000020107,"BARENCBURG, NO",78.1,14.3,49.0
SW000002120,"KVIKKJOKK ARRENJARKA, SW",66.9597,17.73,314.0
SW000002196,"HAPARANDA, SW",65.8269,24.1439,5.0
SW000002361,"HARNOSAND, SW",62.6331,17.9331,15.0
SW000002512,"SAVE, SW",57.78,11.88,20.0
SW000002550,"JONKOPINGS FLYGPLATS, SW",57.75,14.07,226.0
SW000002590,"VISBY FLYGPLATS, SW",57.66,18.34,42.0
SW000008525,"LINKOEPING MALMSLAETT, SW",58.4,15.5331,93.0
SW000010537,"FALUN, SW",60.6167,15.6167,160.0
SW000024180,"KARLSTAD, SW",59.35,13.4667,46.0
SWE00100026,"OESTERSUND FROESOEN, SW",63.1831,14.4831,376.0
SWE00115961,"SUNDSVALLS FLYGPLATS, SW",62.5244,17.4408,4.0
SWE00135352,"KALMAR FLYGPLATS, SW",56.68,16.29,6.0
SWE00136141,"KARLSTAD AIRPORT, SW",59.4444,13.3375,107.0
SWE00136744,"SYLARNA, SW",63.04,12.28,1030.0
SWE00137083,"STEKENJOKK A, SW",65.09,14.51,1036.0
SWE00137203,"HEMAVAN FLYGPLATS, SW",65.8078,15.0853,458.0
SWE00137492,"TRELLEBORG, SW",55.38,13.13,5.0
SWE00137494,FALSTERBO,55.38,12.82,5.0
SWE00137510,SKILLINGE A,55.49,14.32,4.0
SWE00137522,"STURUP, SW",55.54,13.37,72.0
SWE00137530,"STIBY, SW",55.56,14.19,70.0
SWE00137534,"MALMO A, SW",55.5714,13.0731,20.0
SWE00137550,"SJOBO D, SW",55.64,13.68,40.0
SWE00137560,"VOMB, SW",55.66,13.53,25.0
SWE00137568,"LUND, SW",55.7,13.2,73.0
SWE00137576,"BROSARP D, SW",55.72,14.1,50.0
SWE00137588,"HORBY A, SW",55.86,13.67,114.0
SWE00137592,"LANDSKRONA D, SW",55.88,12.84,9.0
SWE00137606,"AHUS, SW",55.92,14.28,5.0
SWE00137610,"KNOPPARP D, SW",55.93,13.85,165.0
SWE00137612,UTKLIPPAN,55.95,15.7,3.0
SWE00137620,"KRISTIANSTAD, SW",56.33,14.15,10.0
SWE00137636,"HELSINGBORG A, SW",56.03,12.77,43.0
SWE00137664,"NORRA STROO, SW",56.1,14.02,15.0
SWE00137680,"KARLSKRONA SODERSTJ., SW",56.15,15.59,2.0
SWE00137686,"KARLSHAMN, SW",56.18,14.85,50.0
SWE00137692,"OLANDS SODRA UDDE, SW",56.2,16.3997,2.0
SWE00137704,"LYCKEBY, SW",56.21,15.71,25.0
