locationid,locationcategoryid
HUC:101302,HYD_ACC
HUC:101303,HYD_ACC
HUC:101401,HYD_ACC
HUC:101402,HYD_ACC
HUC:101500,HYD_ACC
HUC:101600,HYD_ACC
HUC:101701,HYD_ACC
HUC:101702,HYD_ACC
HUC:101800,HYD_ACC
HUC:101900,HYD_ACC
HUC:102001,HYD_ACC
HUC:102002,HYD_ACC
HUC:102100,HYD_ACC
HUC:102200,HYD_ACC
HUC:102300,HYD_ACC
HUC:102400,HYD_ACC
HUC:102500,HYD_ACC
HUC:102600,HYD_ACC
HUC:102701,HYD_ACC
HUC:102702,HYD_ACC
HUC:102801,HYD_ACC
HUC:102802,HYD_ACC
HUC:102901,HYD_ACC
HUC:102902,HYD_ACC
HUC:103001,HYD_ACC
HUC:103002,HYD_ACC
HUC:110100,HYD_ACC
HUC:110200,HYD_ACC
HUC:110300,HYD_ACC
HUC:110400,HYD_ACC
HUC:110500,HYD_ACC
HUC:110600,HYD_ACC
HUC:110701,HYD_ACC
HUC:110702,HYD_ACC
HUC:110800,HYD_ACC
HUC:110901,HYD_ACC
HUC:110902,HYD_ACC
HUC:111001,HYD_ACC
HUC:111002,HYD_ACC
HUC:111003,HYD_ACC
HUC:111101,HYD_ACC
HUC:111102,HYD_ACC
HUC:111201,HYD_ACC
HUC:111202,HYD_ACC
HUC:111203,HYD_ACC
HUC:111301,HYD_ACC
HUC:111302,HYD_ACC
HUC:111303,HYD_ACC
HUC:111401,HYD_ACC
HUC:111402,HYD_ACC
HUC:111403,HYD_ACC
HUC:120100,HYD_ACC
HUC:120200,HYD_ACC
HUC:120301,HYD_ACC
HUC:120302,HYD_ACC
HUC:120401,HYD_ACC
HUC:120402,HYD_ACC
HUC:120500,HYD_ACC
HUC:120601,HYD_ACC
HUC:120602,HYD_ACC
HUC:120701,HYD_ACC
HUC:120702,HYD_ACC
HUC:120800,HYD_ACC
HUC:120901,HYD_ACC
HUC:120902,HYD_ACC
HUC:120903,HYD_ACC
HUC:120904,HYD_ACC
HUC:121001,HYD_ACC
HUC:121002,HYD_ACC
HUC:121003,HYD_ACC
HUC:121004,HYD_ACC
HUC:121101,HYD_ACC
HUC:121102,HYD_ACC
HUC:130100,HYD_ACC
HUC:130201,HYD_ACC
HUC:130202,HYD_ACC
HUC:130301,HYD_ACC
HUC:130302,HYD_ACC
HUC:130401,HYD_ACC
HUC:130402,HYD_ACC
HUC:130403,HYD_ACC
HUC:130500,HYD_ACC
HUC:130600,HYD_ACC
HUC:130700,HYD_ACC
HUC:130800,HYD_ACC
HUC:130900,HYD_ACC
HUC:140100,HYD_ACC
HUC:140200,HYD_ACC
HUC:140300,HYD_ACC
HUC:140401,HYD_ACC
HUC:140402,HYD_ACC
HUC:140500,HYD_ACC
HUC:140600,HYD_ACC
HUC:140700,HYD_ACC
HUC:140801,HYD_ACC
HUC:140802,HYD_ACC
HUC:150100,HYD_ACC
HUC:150200,HYD_ACC
HUC:150301,HYD_ACC
HUC:150302,HYD_ACC
HUC:150400,HYD_ACC
HUC:150501,HYD_ACC
HUC:150502,HYD_ACC
HUC:150503,HYD_ACC
HUC:150601,HYD_ACC
HUC:150602,HYD_ACC
HUC:150701,HYD_ACC
HUC:150702,HYD_ACC
HUC:150801,HYD_ACC
HUC:150802,HYD_ACC
HUC:150803,HYD_ACC
HUC:160101,HYD_ACC
HUC:160102,HYD_ACC
HUC:160201,HYD_ACC
HUC:160202,HYD_ACC
HUC:160203,HYD_ACC
HUC:160300,HYD_ACC
HUC:160401,HYD_ACC
HUC:160402,HYD_ACC
HUC:160501,HYD_ACC
HUC:160502,HYD_ACC
HUC:160503,HYD_ACC
HUC:160600,HYD_ACC
HUC:170101,HYD_ACC
HUC:170102,HYD_ACC
HUC:170103,HYD_ACC
HUC:170200,HYD_ACC
HUC:170300,HYD_ACC
HUC:170401,HYD_ACC
HUC:170402,HYD_ACC
HUC:170501,HYD_ACC
HUC:170502,HYD_ACC
HUC:170601,HYD_ACC
HUC:170602,HYD_ACC
HUC:170603,HYD_ACC
HUC:170701,HYD_ACC
HUC:170702,HYD_ACC
HUC:170703,HYD_ACC
HUC:170800,HYD_ACC
HUC:170900,HYD_ACC
HUC:171001,HYD_ACC
HUC:171002,HYD_ACC
HUC:171003,HYD_ACC
HUC:171100,HYD_ACC
HUC:171200,HYD_ACC
HUC:180101,HYD_ACC
HUC:180102,HYD_ACC
HUC:180200,HYD_ACC
HUC:180201,HYD_ACC
HUC:180300,HYD_ACC
HUC:180400,HYD_ACC
HUC:180500,HYD_ACC
HUC:180600,HYD_ACC
HUC:180701,HYD_ACC
HUC:180702,HYD_ACC
HUC:180703,HYD_ACC
HUC:180800,HYD_ACC
HUC:180901,HYD_ACC
HUC:180902,HYD_ACC
HUC:181001,HYD_ACC
HUC:181002,HYD_ACC
HUC:01010001,HYD_CAT
HUC:01010002,HYD_CAT
HUC:01010003,HYD_CAT
HUC:01010004,HYD_CAT
HUC:01010005,HYD_CAT
HUC:01020001,HYD_CAT
HUC:01020002,HYD_CAT
HUC:01020003,HYD_CAT
HUC:01020004,HYD_CAT
HUC:01020005,HYD_CAT
HUC:01030001,HYD_CAT
HUC:01030002,HYD_CAT
HUC:01030003,HYD_CAT
HUC:01040001,HYD_CAT
HUC:01040002,HYD_CAT
HUC:01050001,HYD_CAT
HUC:01050002,HYD_CAT
HUC:01050003,HYD_CAT
HUC:01060001,HYD_CAT
HUC:01060002,HYD_CAT
HUC:01060003,HYD_CAT
HUC:01070001,HYD_CAT
HUC:01070002,HYD_CAT
HUC:01070003,HYD_CAT
HUC:01070004,HYD_CAT
HUC:01070005,HYD_CAT
HUC:01080101,HYD_CAT
HUC:01080102,HYD_CAT
HUC:01080103,HYD_CAT
HUC:01080104,HYD_CAT
HUC:01080105,HYD_CAT
HUC:01080106,HYD_CAT
HUC:01080107,HYD_CAT
HUC:01080201,HYD_CAT
HUC:01080202,HYD_CAT
HUC:01080203,HYD_CAT
HUC:01080204,HYD_CAT
HUC:01080205,HYD_CAT
HUC:01080206,HYD_CAT
HUC:01080207,HYD_CAT
HUC:01090001,HYD_CAT
HUC:01090002,HYD_CAT
HUC:01090003,HYD_CAT
HUC:01090004,HYD_CAT
HUC:01090005,HYD_CAT
HUC:01100001,HYD_CAT
HUC:01100002,HYD_CAT
HUC:01100003,HYD_CAT
HUC:01100004,HYD_CAT
HUC:01100005,HYD_CAT
HUC:01100006,HYD_CAT
HUC:01100007,HYD_CAT
HUC:01110000,HYD_CAT
HUC:02010001,HYD_CAT
HUC:02010002,HYD_CAT
HUC:02010003,HYD_CAT
HUC:02010004,HYD_CAT
HUC:02010005,HYD_CAT
HUC:02010006,HYD_CAT
HUC:02010007,HYD_CAT
HUC:02020001,HYD_CAT
HUC:02020002,HYD_CAT
HUC:02020003,HYD_CAT
HUC:02020004,HYD_CAT
HUC:02020005,HYD_CAT
HUC:02020006,HYD_CAT
HUC:02020007,HYD_CAT
HUC:02020008,HYD_CAT
HUC:02030101,HYD_CAT
HUC:02030102,HYD_CAT
HUC:02030103,HYD_CAT
HUC:02030104,HYD_CAT
HUC:02030105,HYD_CAT
HUC:02030201,HYD_CAT
HUC:02030202,HYD_CAT
HUC:02040101,HYD_CAT
HUC:02040102,HYD_CAT
HUC:02040103,HYD_CAT
HUC:02040104,HYD_CAT
HUC:02040105,HYD_CAT
HUC:02040106,HYD_CAT
HUC:02040201,HYD_CAT
HUC:02040202,HYD_CAT
HUC:02040203,HYD_CAT
HUC:02040204,HYD_CAT
HUC:02040205,HYD_CAT
HUC:02040206,HYD_CAT
HUC:02040207,HYD_CAT
HUC:02040301,HYD_CAT
HUC:02040302,HYD_CAT
HUC:02050101,HYD_CAT
HUC:02050102,HYD_CAT
HUC:02050103,HYD_CAT
HUC:02050104,HYD_CAT
HUC:02050105,HYD_CAT
HUC:02050106,HYD_CAT
HUC:02050107,HYD_CAT
HUC:02050201,HYD_CAT
HUC:02050202,HYD_CAT
HUC:02050203,HYD_CAT
HUC:02050204,HYD_CAT
HUC:02050205,HYD_CAT
HUC:02050206,HYD_CAT
HUC:02050301,HYD_CAT
HUC:02050302,HYD_CAT
HUC:02050303,HYD_CAT
HUC:02050304,HYD_CAT
HUC:02050305,HYD_CAT
HUC:02050306,HYD_CAT
HUC:02060001,HYD_CAT
HUC:02060002,HYD_CAT
HUC:02060003,HYD_CAT
HUC:02060004,HYD_CAT
HUC:02060005,HYD_CAT
HUC:02060006,HYD_CAT
HUC:02060007,HYD_CAT
HUC:02060008,HYD_CAT
HUC:02060009,HYD_CAT
HUC:02060010,HYD_CAT
HUC:02070001,HYD_CAT
HUC:02070002,HYD_CAT
HUC:02070003,HYD_CAT
HUC:02070004,HYD_CAT
HUC:02070005,HYD_CAT
HUC:02070006,HYD_CAT
HUC:02070007,HYD_CAT
HUC:02070008,HYD_CAT
HUC:02070009,HYD_CAT
HUC:02070010,HYD_CAT
HUC:02070011,HYD_CAT
HUC:02080101,HYD_CAT
HUC:02080102,HYD_CAT
HUC:02080103,HYD_CAT
HUC:02080104,HYD_CAT
HUC:02080105,HYD_CAT
HUC:02080106,HYD_CAT
HUC:02080107,HYD_CAT
HUC:02080108,HYD_CAT
HUC:02080109,HYD_CAT
HUC:02080110,HYD_CAT
HUC:02080201,HYD_CAT
HUC:02080202,HYD_CAT
HUC:02080203,HYD_CAT
HUC:02080204,HYD_CAT
HUC:02080205,HYD_CAT
HUC:02080206,HYD_CAT
HUC:02080207,HYD_CAT
HUC:02080208,HYD_CAT
HUC:03010101,HYD_CAT
HUC:03010102,HYD_CAT
HUC:03010103,HYD_CAT
HUC:03010104,HYD_CAT
HUC:03010105,HYD_CAT
HUC:03010106,HYD_CAT
HUC:03010107,HYD_CAT
HUC:03010201,HYD_CAT
HUC:03010202,HYD_CAT
HUC:03010203,HYD_CAT
HUC:03010204,HYD_CAT
HUC:03010205,HYD_CAT
HUC:03020101,HYD_CAT
HUC:03020102,HYD_CAT
HUC:03020103,HYD_CAT
HUC:03020104,HYD_CAT
HUC:03020105,HYD_CAT
HUC:03020106,HYD_CAT
HUC:03020201,HYD_CAT
HUC:03020202,HYD_CAT
HUC:03020203,HYD_CAT
HUC:03020204,HYD_CAT
HUC:03030001,HYD_CAT
HUC:03030002,HYD_CAT
HUC:03030003,HYD_CAT
HUC:03030004,HYD_CAT
HUC:03030005,HYD_CAT
HUC:03030006,HYD_CAT
HUC:03030007,HYD_CAT
HUC:03040101,HYD_CAT
HUC:03040102,HYD_CAT
HUC:03040103,HYD_CAT
HUC:03040104,HYD_CAT
HUC:03040105,HYD_CAT
HUC:03040201,HYD_CAT
HUC:03040202,HYD_CAT
HUC:03040203,HYD_CAT
HUC:03040204,HYD_CAT
HUC:03040205,HYD_CAT
HUC:03040206,HYD_CAT
HUC:03040207,HYD_CAT
HUC:03050101,HYD_CAT
HUC:03050102,HYD_CAT
HUC:03050103,HYD_CAT
HUC:03050104,HYD_CAT
HUC:03050105,HYD_CAT
HUC:03050106,HYD_CAT
HUC:03050107,HYD_CAT
HUC:03050108,HYD_CAT
HUC:03050109,HYD_CAT
HUC:03050110,HYD_CAT
HUC:03050111,HYD_CAT
HUC:03050112,HYD_CAT
HUC:03050201,HYD_CAT
HUC:03050202,HYD_CAT
HUC:03050203,HYD_CAT
HUC:03050204,HYD_CAT
HUC:03050205,HYD_CAT
HUC:03050206,HYD_CAT
HUC:03050207,HYD_CAT
HUC:03050208,HYD_CAT
HUC:03060101,HYD_CAT
HUC:03060102,HYD_CAT
HUC:03060103,HYD_CAT
HUC:03060104,HYD_CAT
HUC:03060105,HYD_CAT
HUC:03060106,HYD_CAT
HUC:03060107,HYD_CAT
HUC:03060108,HYD_CAT
HUC:03060109,HYD_CAT
HUC:03060201,HYD_CAT
HUC:03060202,HYD_CAT
HUC:03060203,HYD_CAT
HUC:03060204,HYD_CAT
HUC:03070101,HYD_CAT
HUC:03070102,HYD_CAT
HUC:03070103,HYD_CAT
HUC:03070104,HYD_CAT
HUC:03070105,HYD_CAT
HUC:03070106,HYD_CAT
HUC:03070107,HYD_CAT
HUC:03070201,HYD_CAT
HUC:03070202,HYD_CAT
HUC:03070203,HYD_CAT
HUC:03070204,HYD_CAT
HUC:03070205,HYD_CAT
HUC:03080101,HYD_CAT
HUC:03080102,HYD_CAT
HUC:03080103,HYD_CAT
HUC:03080201,HYD_CAT
HUC:03080202,HYD_CAT
HUC:03080203,HYD_CAT
HUC:03090101,HYD_CAT
HUC:03090102,HYD_CAT
HUC:03090103,HYD_CAT
HUC:03090201,HYD_CAT
HUC:03090202,HYD_CAT
HUC:03090203,HYD_CAT
HUC:03090204,HYD_CAT
HUC:03090205,HYD_CAT
HUC:03100101,HYD_CAT
HUC:03100102,HYD_CAT
HUC:03100103,HYD_CAT
HUC:03100201,HYD_CAT
HUC:03100202,HYD_CAT
HUC:03100203,HYD_CAT
HUC:03100204,HYD_CAT
HUC:03100205,HYD_CAT
HUC:03100206,HYD_CAT
HUC:03100207,HYD_CAT
HUC:03100208,HYD_CAT
HUC:03110101,HYD_CAT
HUC:03110102,HYD_CAT
HUC:03110103,HYD_CAT
HUC:03110201,HYD_CAT
HUC:03110202,HYD_CAT
HUC:03110203,HYD_CAT
HUC:03110204,HYD_CAT
HUC:03110205,HYD_CAT
HUC:03110206,HYD_CAT
HUC:03120001,HYD_CAT
HUC:03120002,HYD_CAT
HUC:03120003,HYD_CAT
HUC:03130001,HYD_CAT
HUC:03130002,HYD_CAT
HUC:03130003,HYD_CAT
HUC:03130004,HYD_CAT
HUC:03130005,HYD_CAT
HUC:03130006,HYD_CAT
HUC:03130007,HYD_CAT
HUC:03130008,HYD_CAT
HUC:03130009,HYD_CAT
HUC:03130010,HYD_CAT
HUC:03130011,HYD_CAT
HUC:03130012,HYD_CAT
HUC:03130013,HYD_CAT
HUC:03130014,HYD_CAT
HUC:03140101,HYD_CAT
HUC:03140102,HYD_CAT
HUC:03140103,HYD_CAT
HUC:03140104,HYD_CAT
HUC:03140105,HYD_CAT
HUC:03140106,HYD_CAT
HUC:03140107,HYD_CAT
HUC:03140201,HYD_CAT
HUC:03140202,HYD_CAT
HUC:03140203,HYD_CAT
HUC:03140301,HYD_CAT
HUC:03140302,HYD_CAT
HUC:03140303,HYD_CAT
HUC:03140304,HYD_CAT
HUC:03140305,HYD_CAT
HUC:03150101,HYD_CAT
HUC:03150102,HYD_CAT
HUC:03150103,HYD_CAT
HUC:03150104,HYD_CAT
HUC:03150105,HYD_CAT
HUC:03150106,HYD_CAT
HUC:03150107,HYD_CAT
HUC:03150108,HYD_CAT
HUC:03150109,HYD_CAT
HUC:03150110,HYD_CAT
HUC:03150201,HYD_CAT
HUC:03150202,HYD_CAT
HUC:03150203,HYD_CAT
HUC:03150204,HYD_CAT
HUC:03160101,HYD_CAT
HUC:03160102,HYD_CAT
HUC:03160103,HYD_CAT
HUC:03160104,HYD_CAT
HUC:03160105,HYD_CAT
HUC:03160106,HYD_CAT
HUC:03160107,HYD_CAT
HUC:03160108,HYD_CAT
HUC:03160109,HYD_CAT
HUC:03160110,HYD_CAT
HUC:03160111,HYD_CAT
HUC:03160112,HYD_CAT
HUC:03160113,HYD_CAT
HUC:03160201,HYD_CAT
HUC:03160202,HYD_CAT
HUC:03160203,HYD_CAT
HUC:03160204,HYD_CAT
HUC:03160205,HYD_CAT
HUC:03170001,HYD_CAT
HUC:03170002,HYD_CAT
HUC:03170003,HYD_CAT
HUC:03170004,HYD_CAT
HUC:03170005,HYD_CAT
HUC:03170006,HYD_CAT
HUC:03170007,HYD_CAT
HUC:03170008,HYD_CAT
HUC:03170009,HYD_CAT
HUC:03180001,HYD_CAT
HUC:03180002,HYD_CAT
HUC:03180003,HYD_CAT
HUC:03180004,HYD_CAT
HUC:03180005,HYD_CAT
HUC:04010101,HYD_CAT
HUC:04010102,HYD_CAT
HUC:04010201,HYD_CAT
HUC:04010202,HYD_CAT
HUC:04010301,HYD_CAT
HUC:04010302,HYD_CAT
HUC:04020101,HYD_CAT
HUC:04020102,HYD_CAT
HUC:04020103,HYD_CAT
HUC:04020104,HYD_CAT
HUC:04020105,HYD_CAT
HUC:04020201,HYD_CAT
HUC:04020202,HYD_CAT
HUC:04020203,HYD_CAT
HUC:04020300,HYD_CAT
HUC:04030101,HYD_CAT
HUC:04030102,HYD_CAT
HUC:04030103,HYD_CAT
HUC:04030104,HYD_CAT
HUC:04030105,HYD_CAT
HUC:04030106,HYD_CAT
HUC:04030107,HYD_CAT
HUC:04030108,HYD_CAT
HUC:04030109,HYD_CAT
HUC:04030110,HYD_CAT
HUC:04030111,HYD_CAT
HUC:04030112,HYD_CAT
HUC:04030201,HYD_CAT
HUC:04030202,HYD_CAT
HUC:04030203,HYD_CAT
HUC:04030204,HYD_CAT
HUC:04040001,HYD_CAT
HUC:04040002,HYD_CAT
HUC:04040003,HYD_CAT
HUC:04050001,HYD_CAT
HUC:04050002,HYD_CAT
HUC:04050003,HYD_CAT
HUC:04050004,HYD_CAT
HUC:04050005,HYD_CAT
HUC:04050006,HYD_CAT
HUC:04050007,HYD_CAT
HUC:04060101,HYD_CAT
HUC:04060102,HYD_CAT
HUC:04060103,HYD_CAT
HUC:04060104,HYD_CAT
HUC:04060105,HYD_CAT
HUC:04060106,HYD_CAT
HUC:04060107,HYD_CAT
HUC:04060200,HYD_CAT
HUC:04070001,HYD_CAT
HUC:04070002,HYD_CAT
HUC:04070003,HYD_CAT
HUC:04070004,HYD_CAT
HUC:04070005,HYD_CAT
HUC:04070006,HYD_CAT
HUC:04070007,HYD_CAT
HUC:04080101,HYD_CAT
HUC:04080102,HYD_CAT
HUC:04080103,HYD_CAT
HUC:04080104,HYD_CAT
HUC:04080201,HYD_CAT
HUC:04080202,HYD_CAT
HUC:04080203,HYD_CAT
HUC:04080204,HYD_CAT
HUC:04080205,HYD_CAT
HUC:04080206,HYD_CAT
HUC:04080300,HYD_CAT
HUC:04090001,HYD_CAT
HUC:04090002,HYD_CAT
HUC:04090003,HYD_CAT
HUC:04090004,HYD_CAT
HUC:04090005,HYD_CAT
HUC:04100001,HYD_CAT
HUC:04100002,HYD_CAT
HUC:04100003,HYD_CAT
HUC:04100004,HYD_CAT
HUC:04100005,HYD_CAT
HUC:04100006,HYD_CAT
HUC:04100007,HYD_CAT
HUC:04100008,HYD_CAT
HUC:04100009,HYD_CAT
HUC:04100010,HYD_CAT
HUC:04100011,HYD_CAT
HUC:04100012,HYD_CAT
HUC:04110001,HYD_CAT
HUC:04110002,HYD_CAT
HUC:04110003,HYD_CAT
HUC:04110004,HYD_CAT
HUC:04120101,HYD_CAT
HUC:04120102,HYD_CAT
HUC:04120103,HYD_CAT
HUC:04120104,HYD_CAT
HUC:04120200,HYD_CAT
HUC:04130001,HYD_CAT
HUC:04130002,HYD_CAT
HUC:04130003,HYD_CAT
HUC:04140101,HYD_CAT
HUC:04140102,HYD_CAT
HUC:04140201,HYD_CAT
HUC:04140202,HYD_CAT
HUC:04140203,HYD_CAT
HUC:04150101,HYD_CAT
HUC:04150102,HYD_CAT
HUC:04150200,HYD_CAT
HUC:04150301,HYD_CAT
HUC:04150302,HYD_CAT
HUC:04150303,HYD_CAT
HUC:04150304,HYD_CAT
HUC:04150305,HYD_CAT
HUC:04150306,HYD_CAT
HUC:04150307,HYD_CAT
HUC:05010001,HYD_CAT
HUC:05010002,HYD_CAT
HUC:05010003,HYD_CAT
HUC:05010004,HYD_CAT
HUC:05010005,HYD_CAT
HUC:05010006,HYD_CAT
HUC:05010007,HYD_CAT
HUC:05010008,HYD_CAT
HUC:05010009,HYD_CAT
HUC:05020001,HYD_CAT
HUC:05020002,HYD_CAT
HUC:05020003,HYD_CAT
HUC:05020004,HYD_CAT
HUC:05020005,HYD_CAT
HUC:05020006,HYD_CAT
HUC:05030101,HYD_CAT
HUC:05030102,HYD_CAT
HUC:05030103,HYD_CAT
HUC:05030104,HYD_CAT
HUC:05030105,HYD_CAT
HUC:05030106,HYD_CAT
HUC:05030201,HYD_CAT
HUC:05030202,HYD_CAT
HUC:05030203,HYD_CAT
HUC:05030204,HYD_CAT
HUC:05040001,HYD_CAT
HUC:05040002,HYD_CAT
HUC:05040003,HYD_CAT
HUC:05040004,HYD_CAT
HUC:05040005,HYD_CAT
HUC:05040006,HYD_CAT
HUC:05050001,HYD_CAT
HUC:05050002,HYD_CAT
HUC:05050003,HYD_CAT
HUC:05050004,HYD_CAT
HUC:05050005,HYD_CAT
HUC:05050006,HYD_CAT
HUC:05050007,HYD_CAT
HUC:05050008,HYD_CAT
HUC:05050009,HYD_CAT
HUC:05060001,HYD_CAT
HUC:05060002,HYD_CAT
HUC:05060003,HYD_CAT
HUC:05070101,HYD_CAT
HUC:05070102,HYD_CAT
HUC:05070201,HYD_CAT
HUC:05070202,HYD_CAT
HUC:05070203,HYD_CAT
HUC:05070204,HYD_CAT
HUC:05080001,HYD_CAT
HUC:05080002,HYD_CAT
HUC:05080003,HYD_CAT
HUC:05090101,HYD_CAT
HUC:05090102,HYD_CAT
HUC:05090103,HYD_CAT
HUC:05090104,HYD_CAT
HUC:05090201,HYD_CAT
HUC:05090202,HYD_CAT
HUC:05090203,HYD_CAT
HUC:05100101,HYD_CAT
HUC:05100102,HYD_CAT
HUC:05100201,HYD_CAT
HUC:05100202,HYD_CAT
HUC:05100203,HYD_CAT
HUC:05100204,HYD_CAT
HUC:05100205,HYD_CAT
HUC:05110001,HYD_CAT
HUC:05110002,HYD_CAT
HUC:05110003,HYD_CAT
HUC:05110004,HYD_CAT
HUC:05110005,HYD_CAT
HUC:05110006,HYD_CAT
HUC:05120101,HYD_CAT
HUC:05120102,HYD_CAT
HUC:05120103,HYD_CAT
HUC:05120104,HYD_CAT
HUC:05120105,HYD_CAT
HUC:05120106,HYD_CAT
HUC:05120107,HYD_CAT
HUC:05120108,HYD_CAT
HUC:05120109,HYD_CAT
HUC:05120110,HYD_CAT
HUC:05120111,HYD_CAT
HUC:05120112,HYD_CAT
HUC:05120113,HYD_CAT
HUC:05120114,HYD_CAT
HUC:05120115,HYD_CAT
HUC:05120201,HYD_CAT
HUC:05120202,HYD_CAT
HUC:05120203,HYD_CAT
HUC:05120204,HYD_CAT
HUC:05120205,HYD_CAT
HUC:05120206,HYD_CAT
HUC:05120207,HYD_CAT
HUC:05120208,HYD_CAT
HUC:05120209,HYD_CAT
HUC:05130101,HYD_CAT
HUC:05130102,HYD_CAT
HUC:05130103,HYD_CAT
HUC:05130104,HYD_CAT
HUC:05130105,HYD_CAT
HUC:05130106,HYD_CAT
HUC:05130107,HYD_CAT
HUC:05130108,HYD_CAT
HUC:05130201,HYD_CAT
HUC:05130202,HYD_CAT
HUC:05130203,HYD_CAT
HUC:05130204,HYD_CAT
HUC:05130205,HYD_CAT
HUC:05130206,HYD_CAT
HUC:05140101,HYD_CAT
HUC:05140102,HYD_CAT
HUC:05140103,HYD_CAT
HUC:05140104,HYD_CAT
HUC:05140201,HYD_CAT
HUC:05140202,HYD_CAT
HUC:05140203,HYD_CAT
HUC:05140204,HYD_CAT
HUC:05140205,HYD_CAT
HUC:05140206,HYD_CAT
HUC:06010101,HYD_CAT
HUC:06010102,HYD_CAT
HUC:06010103,HYD_CAT
HUC:06010104,HYD_CAT
HUC:06010105,HYD_CAT
HUC:06010106,HYD_CAT
HUC:06010107,HYD_CAT
HUC:06010108,HYD_CAT
HUC:06010201,HYD_CAT
HUC:06010202,HYD_CAT
HUC:06010203,HYD_CAT
HUC:06010204,HYD_CAT
HUC:06010205,HYD_CAT
HUC:06010206,HYD_CAT
HUC:06010207,HYD_CAT
HUC:06010208,HYD_CAT
HUC:06020001,HYD_CAT
HUC:06020002,HYD_CAT
HUC:06020003,HYD_CAT
HUC:06020004,HYD_CAT
HUC:06030001,HYD_CAT
HUC:06030002,HYD_CAT
HUC:06030003,HYD_CAT
HUC:06030004,HYD_CAT
HUC:06030005,HYD_CAT
HUC:06030006,HYD_CAT
HUC:06040001,HYD_CAT
HUC:06040002,HYD_CAT
HUC:06040003,HYD_CAT
HUC:06040004,HYD_CAT
HUC:06040005,HYD_CAT
HUC:06040006,HYD_CAT
HUC:07010101,HYD_CAT
HUC:07010102,HYD_CAT
HUC:07010103,HYD_CAT
HUC:07010104,HYD_CAT
HUC:07010105,HYD_CAT
HUC:07010106,HYD_CAT
HUC:07010107,HYD_CAT
HUC:07010108,HYD_CAT
HUC:07010201,HYD_CAT
HUC:07010202,HYD_CAT
HUC:07010203,HYD_CAT
HUC:07010204,HYD_CAT
HUC:07010205,HYD_CAT
HUC:07010206,HYD_CAT
HUC:07010207,HYD_CAT
HUC:07020001,HYD_CAT
HUC:07020002,HYD_CAT
HUC:07020003,HYD_CAT
HUC:07020004,HYD_CAT
HUC:07020005,HYD_CAT
HUC:07020006,HYD_CAT
HUC:07020007,HYD_CAT
HUC:07020008,HYD_CAT
HUC:07020009,HYD_CAT
HUC:07020010,HYD_CAT
HUC:07020011,HYD_CAT
HUC:07020012,HYD_CAT
HUC:07030001,HYD_CAT
HUC:07030002,HYD_CAT
HUC:07030003,HYD_CAT
HUC:07030004,HYD_CAT
HUC:07030005,HYD_CAT
HUC:07040001,HYD_CAT
HUC:07040002,HYD_CAT
HUC:07040003,HYD_CAT
HUC:07040004,HYD_CAT
HUC:07040005,HYD_CAT
HUC:07040006,HYD_CAT
HUC:07040007,HYD_CAT
HUC:07040008,HYD_CAT
HUC:07050001,HYD_CAT
HUC:07050002,HYD_CAT
HUC:07050003,HYD_CAT
HUC:07050004,HYD_CAT
HUC:07050005,HYD_CAT
HUC:07050006,HYD_CAT
HUC:07050007,HYD_CAT
HUC:07060001,HYD_CAT
HUC:07060002,HYD_CAT
HUC:07060003,HYD_CAT
HUC:07060004,HYD_CAT
HUC:07060005,HYD_CAT
HUC:07060006,HYD_CAT
HUC:07070001,HYD_CAT
HUC:07070002,HYD_CAT
HUC:07070003,HYD_CAT
HUC:07070004,HYD_CAT
HUC:07070005,HYD_CAT
HUC:07070006,HYD_CAT
HUC:07080101,HYD_CAT
HUC:07080102,HYD_CAT
HUC:07080103,HYD_CAT
HUC:07080104,HYD_CAT
HUC:07080105,HYD_CAT
HUC:07080106,HYD_CAT
HUC:07080107,HYD_CAT
HUC:07080201,HYD_CAT
HUC:07080202,HYD_CAT
HUC:07080203,HYD_CAT
HUC:07080204,HYD_CAT
HUC:07080205,HYD_CAT
HUC:07080206,HYD_CAT
HUC:07080207,HYD_CAT
HUC:07080208,HYD_CAT
HUC:07080209,HYD_CAT
HUC:07090001,HYD_CAT
HUC:07090002,HYD_CAT
HUC:07090003,HYD_CAT
HUC:07090004,HYD_CAT
HUC:07090005,HYD_CAT
HUC:07090006,HYD_CAT
HUC:07090007,HYD_CAT
HUC:07100001,HYD_CAT
HUC:07100002,HYD_CAT
HUC:07100003,HYD_CAT
HUC:07100004,HYD_CAT
HUC:07100005,HYD_CAT
HUC:07100006,HYD_CAT
HUC:07100007,HYD_CAT
HUC:07100008,HYD_CAT
HUC:07100009,HYD_CAT
HUC:07110001,HYD_CAT
HUC:07110002,HYD_CAT
HUC:07110003,HYD_CAT
HUC:07110004,HYD_CAT
HUC:07110005,HYD_CAT
HUC:07110006,HYD_CAT
HUC:07110007,HYD_CAT
HUC:07110008,HYD_CAT
HUC:07110009,HYD_CAT
HUC:07120001,HYD_CAT
HUC:07120002,HYD_CAT
HUC:07120003,HYD_CAT
HUC:07120004,HYD_CAT
HUC:07120005,HYD_CAT
HUC:07120006,HYD_CAT
HUC:07120007,HYD_CAT
HUC:07130001,HYD_CAT
HUC:07130002,HYD_CAT
HUC:07130003,HYD_CAT
HUC:07130004,HYD_CAT
HUC:07130005,HYD_CAT
HUC:07130006,HYD_CAT
HUC:07130007,HYD_CAT
